canton,year,total
Tessin,2001,1527
Tessin,2002,1558
Tessin,2003,1525
Tessin,2004,1478
Tessin,2005,1612
Tessin,2006,1646
Tessin,2007,1673
Tessin,2008,1678
Tessin,2009,1660
Tessin,2010,1681
Tessin,2011,1598
Tessin,2012,1640
Tessin,2013,1584
Tessin,2014,1573
Tessin,2015,1520
Tessin,2016,1465
Tessin,2017,1349
Tessin,2018,1308
Tessin,2019,1205
Tessin,2020,958
Tessin,2021,1074
Tessin,2022,1344
