canton,year,total
Argovie,2001,2729
Argovie,2002,2793
Argovie,2003,2784
Argovie,2004,2868
Argovie,2005,2836
Argovie,2006,2879
Argovie,2007,2801
Argovie,2008,3239
Argovie,2009,3018
Argovie,2010,3243
Argovie,2011,3200
Argovie,2012,3206
Argovie,2013,3123
Argovie,2014,3293
Argovie,2015,3301
Argovie,2016,3312
Argovie,2017,3416
Argovie,2018,3351
Argovie,2019,3182
Argovie,2020,3045
Argovie,2021,3032
Argovie,2022,3489
