canton,year,total
Berne,2001,4630
Berne,2002,4740
Berne,2003,4876
Berne,2004,4828
Berne,2005,4828
Berne,2006,4750
Berne,2007,4894
Berne,2008,5133
Berne,2009,5124
Berne,2010,5049
Berne,2011,4974
Berne,2012,5120
Berne,2013,4927
Berne,2014,5250
Berne,2015,5002
Berne,2016,4982
Berne,2017,4953
Berne,2018,4925
Berne,2019,4575
Berne,2020,4402
Berne,2021,4451
Berne,2022,4830
