canton,year,total
Soleure,2001,1183
Soleure,2002,1178
Soleure,2003,1130
Soleure,2004,1145
Soleure,2005,1091
Soleure,2006,1102
Soleure,2007,1173
Soleure,2008,1208
Soleure,2009,1245
Soleure,2010,1361
Soleure,2011,1297
Soleure,2012,1312
Soleure,2013,1198
Soleure,2014,1256
Soleure,2015,1251
Soleure,2016,1332
Soleure,2017,1297
Soleure,2018,1279
Soleure,2019,1259
Soleure,2020,1175
Soleure,2021,1237
Soleure,2022,1323
