canton,year,total
Vaud,2001,3756
Vaud,2002,3952
Vaud,2003,3726
Vaud,2004,3813
Vaud,2005,3705
Vaud,2006,3604
Vaud,2007,3678
Vaud,2008,3612
Vaud,2009,3708
Vaud,2010,3964
Vaud,2011,3661
Vaud,2012,3609
Vaud,2013,3289
Vaud,2014,3500
Vaud,2015,3423
Vaud,2016,3552
Vaud,2017,3458
Vaud,2018,3331
Vaud,2019,3147
Vaud,2020,2472
Vaud,2021,2623
Vaud,2022,3471
