canton,year,total
Schaffhouse,2001,354
Schaffhouse,2002,345
Schaffhouse,2003,388
Schaffhouse,2004,357
Schaffhouse,2005,351
Schaffhouse,2006,363
Schaffhouse,2007,361
Schaffhouse,2008,365
Schaffhouse,2009,364
Schaffhouse,2010,366
Schaffhouse,2011,388
Schaffhouse,2012,391
Schaffhouse,2013,340
Schaffhouse,2014,385
Schaffhouse,2015,366
Schaffhouse,2016,399
Schaffhouse,2017,382
Schaffhouse,2018,388
Schaffhouse,2019,403
Schaffhouse,2020,378
Schaffhouse,2021,334
Schaffhouse,2022,401
