canton,year,total
Glaris,2001,126
Glaris,2002,163
Glaris,2003,173
Glaris,2004,141
Glaris,2005,143
Glaris,2006,161
Glaris,2007,143
Glaris,2008,177
Glaris,2009,176
Glaris,2010,173
Glaris,2011,195
Glaris,2012,189
Glaris,2013,172
Glaris,2014,190
Glaris,2015,185
Glaris,2016,179
Glaris,2017,172
Glaris,2018,182
Glaris,2019,174
Glaris,2020,168
Glaris,2021,176
Glaris,2022,191
