canton,year,total
Neuchâtel,2001,1033
Neuchâtel,2002,997
Neuchâtel,2003,1017
Neuchâtel,2004,957
Neuchâtel,2005,968
Neuchâtel,2006,939
Neuchâtel,2007,885
Neuchâtel,2008,870
Neuchâtel,2009,842
Neuchâtel,2010,918
Neuchâtel,2011,837
Neuchâtel,2012,753
Neuchâtel,2013,744
Neuchâtel,2014,765
Neuchâtel,2015,714
Neuchâtel,2016,718
Neuchâtel,2017,706
Neuchâtel,2018,635
Neuchâtel,2019,635
Neuchâtel,2020,533
Neuchâtel,2021,535
Neuchâtel,2022,609
