canton,year,total
Zoug,2001,559
Zoug,2002,560
Zoug,2003,615
Zoug,2004,605
Zoug,2005,656
Zoug,2006,656
Zoug,2007,643
Zoug,2008,685
Zoug,2009,657
Zoug,2010,629
Zoug,2011,640
Zoug,2012,662
Zoug,2013,601
Zoug,2014,623
Zoug,2015,661
Zoug,2016,651
Zoug,2017,633
Zoug,2018,681
Zoug,2019,621
Zoug,2020,559
Zoug,2021,591
Zoug,2022,631
