canton,year,total
Nidwald,2001,206
Nidwald,2002,231
Nidwald,2003,198
Nidwald,2004,180
Nidwald,2005,223
Nidwald,2006,210
Nidwald,2007,228
Nidwald,2008,230
Nidwald,2009,232
Nidwald,2010,222
Nidwald,2011,207
Nidwald,2012,243
Nidwald,2013,216
Nidwald,2014,199
Nidwald,2015,201
Nidwald,2016,225
Nidwald,2017,234
Nidwald,2018,223
Nidwald,2019,187
Nidwald,2020,191
Nidwald,2021,180
Nidwald,2022,191
